x;y;u;v;column;row
0.7586;0.0526;0.7584;0.0546;22;1
0.7931;0.0526;0.7928;0.0542;23;1
0.8276;0.0526;0.8273;0.0539;24;1
0.8621;0.0526;0.8619;0.0535;25;1
0.8966;0.0526;0.8965;0.0532;26;1
0.9310;0.0526;0.9312;0.0527;27;1
0.9655;0.0526;0.9661;0.0520;28;1
1.0000;0.0526;1.0010;0.0506;29;1
0.0000;0.1053;0.0001;0.1047;0;2
0.0345;0.1053;0.0347;0.1044;1;2
0.0690;0.1053;0.0694;0.1047;2;2
0.1034;0.1053;0.1041;0.1054;3;2
0.1379;0.1053;0.1387;0.1060;4;2
0.1724;0.1053;0.1732;0.1065;5;2
0.2069;0.1053;0.2076;0.1068;6;2
0.2414;0.1053;0.2420;0.1069;7;2
0.2759;0.1053;0.2763;0.1070;8;2
0.3103;0.1053;0.3106;0.1069;9;2
0.3448;0.1053;0.3449;0.1068;10;2
0.3793;0.1053;0.3792;0.1068;11;2
0.4138;0.1053;0.4136;0.1068;12;2
0.4483;0.1053;0.4480;0.1069;13;2
0.4828;0.1053;0.4824;0.1071;14;2
0.5172;0.1053;0.5169;0.1072;15;2
0.5517;0.1053;0.5515;0.1074;16;2
0.5862;0.1053;0.5860;0.1075;17;2
0.6207;0.1053;0.6205;0.1075;18;2
0.6552;0.1053;0.6550;0.1074;19;2
0.6897;0.1053;0.6895;0.1072;20;2
0.7241;0.1053;0.7239;0.1069;21;2
0.7586;0.1053;0.7584;0.1066;22;2
0.7931;0.1053;0.7928;0.1062;23;2
0.8276;0.1053;0.8273;0.1059;24;2
0.8621;0.1053;0.8618;0.1056;25;2
0.8966;0.1053;0.8965;0.1053;26;2
0.9310;0.1053;0.9312;0.1050;27;2
0.9655;0.1053;0.9660;0.1045;28;2
1.0000;0.1053;1.0009;0.1035;29;2
0.0000;0.1579;0.0001;0.1572;0;3
0.0345;0.1579;0.0346;0.1567;1;3
0.0690;0.1579;0.0693;0.1570;2;3
0.1034;0.1579;0.1040;0.1575;3;3
0.1379;0.1579;0.1387;0.1581;4;3
0.1724;0.1579;0.1732;0.1586;5;3
0.2069;0.1579;0.2076;0.1589;6;3
0.2414;0.1579;0.2420;0.1591;7;3
0.2759;0.1579;0.2763;0.1591;8;3
0.3103;0.1579;0.3106;0.1591;9;3
0.3448;0.1579;0.3449;0.1590;10;3
0.3793;0.1579;0.3792;0.1590;11;3
0.4138;0.1579;0.4136;0.1591;12;3
0.4483;0.1579;0.4480;0.1592;13;3
0.4828;0.1579;0.4825;0.1594;14;3
0.5172;0.1579;0.5170;0.1595;15;3
0.5517;0.1579;0.5515;0.1597;16;3
0.5862;0.1579;0.5860;0.1598;17;3
0.6207;0.1579;0.6205;0.1598;18;3
0.6552;0.1579;0.6550;0.1597;19;3
0.6897;0.1579;0.6895;0.1594;20;3
0.7241;0.1579;0.7240;0.1591;21;3
0.7586;0.1579;0.7584;0.1588;22;3
0.7931;0.1579;0.7929;0.1584;23;3
0.8276;0.1579;0.8274;0.1581;24;3
0.8621;0.1579;0.8619;0.1578;25;3
0.8966;0.1579;0.8965;0.1576;26;3
0.9310;0.1579;0.9313;0.1574;27;3
0.9655;0.1579;0.9660;0.1571;28;3
1.0000;0.1579;1.0009;0.1564;29;3
0.0000;0.2105;-0.0000;0.2097;0;4
0.0345;0.2105;0.0345;0.2091;1;4
0.0690;0.2105;0.0692;0.2093;2;4
0.1034;0.2105;0.1039;0.2099;3;4
0.1379;0.2105;0.1386;0.2104;4;4
0.1724;0.2105;0.1731;0.2109;5;4
0.2069;0.2105;0.2076;0.2111;6;4
0.2414;0.2105;0.2420;0.2113;7;4
0.2759;0.2105;0.2763;0.2113;8;4
0.3103;0.2105;0.3106;0.2113;9;4
0.3448;0.2105;0.3449;0.2113;10;4
0.3793;0.2105;0.3793;0.2113;11;4
0.4138;0.2105;0.4136;0.2114;12;4
0.4483;0.2105;0.4481;0.2115;13;4
0.4828;0.2105;0.4825;0.2116;14;4
0.5172;0.2105;0.5170;0.2118;15;4
0.5517;0.2105;0.5515;0.2120;16;4
0.5862;0.2105;0.5860;0.2120;17;4
0.6207;0.2105;0.6205;0.2120;18;4
0.6552;0.2105;0.6550;0.2119;19;4
0.6897;0.2105;0.6895;0.2117;20;4
0.7241;0.2105;0.7240;0.2114;21;4
0.7586;0.2105;0.7584;0.2110;22;4
0.7931;0.2105;0.7929;0.2107;23;4
0.8276;0.2105;0.8274;0.2104;24;4
0.8621;0.2105;0.8620;0.2101;25;4
0.8966;0.2105;0.8966;0.2100;26;4
0.9310;0.2105;0.9313;0.2099;27;4
0.9655;0.2105;0.9661;0.2098;28;4
1.0000;0.2105;1.0009;0.2092;29;4
0.0000;0.2632;-0.0002;0.2624;0;5
0.0345;0.2632;0.0343;0.2617;1;5
0.0690;0.2632;0.0690;0.2618;2;5
0.1034;0.2632;0.1038;0.2623;3;5
0.1379;0.2632;0.1384;0.2628;4;5
0.1724;0.2632;0.1730;0.2632;5;5
0.2069;0.2632;0.2075;0.2634;6;5
0.2414;0.2632;0.2419;0.2635;7;5
0.2759;0.2632;0.2763;0.2636;8;5
0.3103;0.2632;0.3106;0.2635;9;5
0.3448;0.2632;0.3449;0.2635;10;5
0.3793;0.2632;0.3793;0.2635;11;5
0.4138;0.2632;0.4136;0.2636;12;5
0.4483;0.2632;0.4481;0.2637;13;5
0.4828;0.2632;0.4825;0.2639;14;5
0.5172;0.2632;0.5170;0.2641;15;5
0.5517;0.2632;0.5515;0.2642;16;5
0.5862;0.2632;0.5860;0.2643;17;5
0.6207;0.2632;0.6205;0.2643;18;5
0.6552;0.2632;0.6550;0.2642;19;5
0.6897;0.2632;0.6895;0.2640;20;5
0.7241;0.2632;0.7240;0.2637;21;5
0.7586;0.2632;0.7585;0.2634;22;5
0.7931;0.2632;0.7929;0.2630;23;5
0.8276;0.2632;0.8275;0.2627;24;5
0.8621;0.2632;0.8620;0.2625;25;5
0.8966;0.2632;0.8967;0.2625;26;5
0.9310;0.2632;0.9314;0.2625;27;5
0.9655;0.2632;0.9661;0.2624;28;5
1.0000;0.2632;1.0009;0.2620;29;5
0.0000;0.3158;-0.0004;0.3150;0;6
0.0345;0.3158;0.0342;0.3143;1;6
0.0690;0.3158;0.0689;0.3144;2;6
0.1034;0.3158;0.1036;0.3148;3;6
0.1379;0.3158;0.1383;0.3152;4;6
0.1724;0.3158;0.1729;0.3156;5;6
0.2069;0.3158;0.2074;0.3158;6;6
0.2414;0.3158;0.2419;0.3159;7;6
0.2759;0.3158;0.2762;0.3159;8;6
0.3103;0.3158;0.3106;0.3158;9;6
0.3448;0.3158;0.3449;0.3158;10;6
0.3793;0.3158;0.3793;0.3158;11;6
0.4138;0.3158;0.4136;0.3159;12;6
0.4483;0.3158;0.4480;0.3160;13;6
0.4828;0.3158;0.4825;0.3162;14;6
0.5172;0.3158;0.5170;0.3164;15;6
0.5517;0.3158;0.5515;0.3166;16;6
0.5862;0.3158;0.5860;0.3167;17;6
0.6207;0.3158;0.6205;0.3167;18;6
0.6552;0.3158;0.6550;0.3166;19;6
0.6897;0.3158;0.6895;0.3164;20;6
0.7241;0.3158;0.7240;0.3161;21;6
0.7586;0.3158;0.7585;0.3158;22;6
0.7931;0.3158;0.7930;0.3154;23;6
0.8276;0.3158;0.8275;0.3152;24;6
0.8621;0.3158;0.8621;0.3150;25;6
0.8966;0.3158;0.8967;0.3150;26;6
0.9310;0.3158;0.9314;0.3150;27;6
0.9655;0.3158;0.9662;0.3151;28;6
1.0000;0.3158;1.0010;0.3148;29;6
0.0000;0.3684;-0.0005;0.3678;0;7
0.0345;0.3684;0.0341;0.3670;1;7
0.0690;0.3684;0.0688;0.3670;2;7
0.1034;0.3684;0.1036;0.3673;3;7
0.1379;0.3684;0.1383;0.3678;4;7
0.1724;0.3684;0.1729;0.3681;5;7
0.2069;0.3684;0.2074;0.3683;6;7
0.2414;0.3684;0.2418;0.3683;7;7
0.2759;0.3684;0.2762;0.3683;8;7
0.3103;0.3684;0.3106;0.3682;9;7
0.3448;0.3684;0.3449;0.3682;10;7
0.3793;0.3684;0.3793;0.3682;11;7
0.4138;0.3684;0.4136;0.3682;12;7
0.4483;0.3684;0.4480;0.3684;13;7
0.4828;0.3684;0.4825;0.3685;14;7
0.5172;0.3684;0.5170;0.3687;15;7
0.5517;0.3684;0.5515;0.3689;16;7
0.5862;0.3684;0.5860;0.3690;17;7
0.6207;0.3684;0.6205;0.3691;18;7
0.6552;0.3684;0.6550;0.3690;19;7
0.6897;0.3684;0.6895;0.3688;20;7
0.7241;0.3684;0.7240;0.3686;21;7
0.7586;0.3684;0.7585;0.3683;22;7
0.7931;0.3684;0.7930;0.3680;23;7
0.8276;0.3684;0.8275;0.3677;24;7
0.8621;0.3684;0.8621;0.3676;25;7
0.8966;0.3684;0.8967;0.3676;26;7
0.9310;0.3684;0.9315;0.3677;27;7
0.9655;0.3684;0.9662;0.3678;28;7
1.0000;0.3684;1.0010;0.3675;29;7
0.0000;0.4211;-0.0006;0.4206;0;8
0.0345;0.4211;0.0340;0.4197;1;8
0.0690;0.4211;0.0687;0.4197;2;8
0.1034;0.4211;0.1035;0.4200;3;8
0.1379;0.4211;0.1382;0.4204;4;8
0.1724;0.4211;0.1728;0.4207;5;8
0.2069;0.4211;0.2074;0.4208;6;8
0.2414;0.4211;0.2418;0.4208;7;8
0.2759;0.4211;0.2762;0.4208;8;8
0.3103;0.4211;0.3106;0.4207;9;8
0.3448;0.4211;0.3449;0.4206;10;8
0.3793;0.4211;0.3793;0.4206;11;8
0.4138;0.4211;0.4136;0.4207;12;8
0.4483;0.4211;0.4480;0.4208;13;8
0.4828;0.4211;0.4825;0.4210;14;8
0.5172;0.4211;0.5170;0.4212;15;8
0.5517;0.4211;0.5515;0.4214;16;8
0.5862;0.4211;0.5860;0.4215;17;8
0.6207;0.4211;0.6205;0.4216;18;8
0.6552;0.4211;0.6550;0.4215;19;8
0.6897;0.4211;0.6895;0.4214;20;8
0.7241;0.4211;0.7240;0.4212;21;8
0.7586;0.4211;0.7585;0.4209;22;8
0.7931;0.4211;0.7930;0.4206;23;8
0.8276;0.4211;0.8276;0.4204;24;8
0.8621;0.4211;0.8622;0.4203;25;8
0.8966;0.4211;0.8968;0.4203;26;8
0.9310;0.4211;0.9315;0.4204;27;8
0.9655;0.4211;0.9663;0.4205;28;8
1.0000;0.4211;1.0011;0.4202;29;8
0.0000;0.4737;-0.0007;0.4734;0;9
0.0345;0.4737;0.0339;0.4726;1;9
0.0690;0.4737;0.0686;0.4725;2;9
0.1034;0.4737;0.1034;0.4728;3;9
0.1379;0.4737;0.1381;0.4732;4;9
0.1724;0.4737;0.1728;0.4734;5;9
0.2069;0.4737;0.2073;0.4735;6;9
0.2414;0.4737;0.2418;0.4735;7;9
0.2759;0.4737;0.2762;0.4734;8;9
0.3103;0.4737;0.3106;0.4733;9;9
0.3448;0.4737;0.3449;0.4732;10;9
0.3793;0.4737;0.3793;0.4731;11;9
0.4138;0.4737;0.4136;0.4732;12;9
0.4483;0.4737;0.4480;0.4733;13;9
0.4828;0.4737;0.4825;0.4735;14;9
0.5172;0.4737;0.5170;0.4737;15;9
0.5517;0.4737;0.5515;0.4739;16;9
0.5862;0.4737;0.5860;0.4741;17;9
0.6207;0.4737;0.6205;0.4742;18;9
0.6552;0.4737;0.6550;0.4742;19;9
0.6897;0.4737;0.6895;0.4740;20;9
0.7241;0.4737;0.7240;0.4739;21;9
0.7586;0.4737;0.7585;0.4736;22;9
0.7931;0.4737;0.7930;0.4734;23;9
0.8276;0.4737;0.8276;0.4732;24;9
0.8621;0.4737;0.8622;0.4731;25;9
0.8966;0.4737;0.8969;0.4731;26;9
0.9310;0.4737;0.9316;0.4732;27;9
0.9655;0.4737;0.9664;0.4733;28;9
1.0000;0.4737;1.0012;0.4730;29;9
0.0000;0.5263;-0.0008;0.5263;0;10
0.0345;0.5263;0.0338;0.5255;1;10
0.0690;0.5263;0.0685;0.5254;2;10
0.1034;0.5263;0.1033;0.5257;3;10
0.1379;0.5263;0.1380;0.5260;4;10
0.1724;0.5263;0.1727;0.5262;5;10
0.2069;0.5263;0.2073;0.5263;6;10
0.2414;0.5263;0.2417;0.5263;7;10
0.2759;0.5263;0.2762;0.5261;8;10
0.3103;0.5263;0.3105;0.5260;9;10
0.3448;0.5263;0.3449;0.5258;10;10
0.3793;0.5263;0.3792;0.5258;11;10
0.4138;0.5263;0.4136;0.5258;12;10
0.4483;0.5263;0.4480;0.5259;13;10
0.4828;0.5263;0.4825;0.5261;14;10
0.5172;0.5263;0.5169;0.5263;15;10
0.5517;0.5263;0.5514;0.5265;16;10
0.5862;0.5263;0.5860;0.5267;17;10
0.6207;0.5263;0.6205;0.5268;18;10
0.6552;0.5263;0.6550;0.5269;19;10
0.6897;0.5263;0.6895;0.5268;20;10
0.7241;0.5263;0.7240;0.5266;21;10
0.7586;0.5263;0.7586;0.5264;22;10
0.7931;0.5263;0.7931;0.5262;23;10
0.8276;0.5263;0.8277;0.5260;24;10
0.8621;0.5263;0.8623;0.5259;25;10
0.8966;0.5263;0.8970;0.5260;26;10
0.9310;0.5263;0.9317;0.5261;27;10
0.9655;0.5263;0.9665;0.5261;28;10
1.0000;0.5263;1.0012;0.5257;29;10
0.0000;0.5789;-0.0009;0.5792;0;11
0.0345;0.5789;0.0336;0.5784;1;11
0.0690;0.5789;0.0684;0.5784;2;11
0.1034;0.5789;0.1031;0.5787;3;11
0.1379;0.5789;0.1379;0.5790;4;11
0.1724;0.5789;0.1726;0.5792;5;11
0.2069;0.5789;0.2072;0.5792;6;11
0.2414;0.5789;0.2416;0.5791;7;11
0.2759;0.5789;0.2761;0.5790;8;11
0.3103;0.5789;0.3104;0.5788;9;11
0.3448;0.5789;0.3448;0.5786;10;11
0.3793;0.5789;0.3792;0.5785;11;11
0.4138;0.5789;0.4136;0.5785;12;11
0.4483;0.5789;0.4480;0.5786;13;11
0.4828;0.5789;0.4824;0.5788;14;11
0.5172;0.5789;0.5169;0.5790;15;11
0.5517;0.5789;0.5514;0.5792;16;11
0.5862;0.5789;0.5860;0.5794;17;11
0.6207;0.5789;0.6205;0.5796;18;11
0.6552;0.5789;0.6550;0.5796;19;11
0.6897;0.5789;0.6895;0.5796;20;11
0.7241;0.5789;0.7241;0.5794;21;11
0.7586;0.5789;0.7586;0.5792;22;11
0.7931;0.5789;0.7931;0.5790;23;11
0.8276;0.5789;0.8277;0.5789;24;11
0.8621;0.5789;0.8624;0.5788;25;11
0.8966;0.5789;0.8971;0.5788;26;11
0.9310;0.5789;0.9318;0.5789;27;11
0.9655;0.5789;0.9666;0.5788;28;11
1.0000;0.5789;1.0013;0.5784;29;11
0.0000;0.6316;-0.0010;0.6322;0;12
0.0345;0.6316;0.0334;0.6314;1;12
0.0690;0.6316;0.0682;0.6314;2;12
0.1034;0.6316;0.1030;0.6317;3;12
0.1379;0.6316;0.1377;0.6320;4;12
0.1724;0.6316;0.1724;0.6321;5;12
0.2069;0.6316;0.2070;0.6322;6;12
0.2414;0.6316;0.2415;0.6320;7;12
0.2759;0.6316;0.2760;0.6318;8;12
0.3103;0.6316;0.3103;0.6316;9;12
0.3448;0.6316;0.3447;0.6314;10;12
0.3793;0.6316;0.3791;0.6313;11;12
0.4138;0.6316;0.4135;0.6313;12;12
0.4483;0.6316;0.4479;0.6314;13;12
0.4828;0.6316;0.4824;0.6315;14;12
0.5172;0.6316;0.5169;0.6318;15;12
0.5517;0.6316;0.5514;0.6320;16;12
0.5862;0.6316;0.5859;0.6322;17;12
0.6207;0.6316;0.6205;0.6323;18;12
0.6552;0.6316;0.6550;0.6324;19;12
0.6897;0.6316;0.6896;0.6323;20;12
0.7241;0.6316;0.7241;0.6322;21;12
0.7586;0.6316;0.7586;0.6320;22;12
0.7931;0.6316;0.7932;0.6319;23;12
0.8276;0.6316;0.8278;0.6317;24;12
0.8621;0.6316;0.8624;0.6316;25;12
0.8966;0.6316;0.8971;0.6316;26;12
0.9310;0.6316;0.9319;0.6316;27;12
0.9655;0.6316;0.9666;0.6315;28;12
1.0000;0.6316;1.0013;0.6310;29;12
0.0000;0.6842;-0.0012;0.6851;0;13
0.0345;0.6842;0.0333;0.6844;1;13
0.0690;0.6842;0.0680;0.6844;2;13
0.1034;0.6842;0.1028;0.6846;3;13
0.1379;0.6842;0.1375;0.6849;4;13
0.1724;0.6842;0.1722;0.6851;5;13
0.2069;0.6842;0.2068;0.6851;6;13
0.2414;0.6842;0.2414;0.6850;7;13
0.2759;0.6842;0.2758;0.6847;8;13
0.3103;0.6842;0.3102;0.6845;9;13
0.3448;0.6842;0.3446;0.6843;10;13
0.3793;0.6842;0.3790;0.6841;11;13
0.4138;0.6842;0.4134;0.6841;12;13
0.4483;0.6842;0.4479;0.6841;13;13
0.4828;0.6842;0.4824;0.6843;14;13
0.5172;0.6842;0.5169;0.6845;15;13
0.5517;0.6842;0.5514;0.6847;16;13
0.5862;0.6842;0.5859;0.6849;17;13
0.6207;0.6842;0.6205;0.6850;18;13
0.6552;0.6842;0.6550;0.6851;19;13
0.6897;0.6842;0.6896;0.6850;20;13
0.7241;0.6842;0.7241;0.6849;21;13
0.7586;0.6842;0.7587;0.6848;22;13
0.7931;0.6842;0.7932;0.6846;23;13
0.8276;0.6842;0.8278;0.6844;24;13
0.8621;0.6842;0.8625;0.6843;25;13
0.8966;0.6842;0.8972;0.6843;26;13
0.9310;0.6842;0.9319;0.6843;27;13
0.9655;0.6842;0.9666;0.6841;28;13
1.0000;0.6842;1.0013;0.6834;29;13
0.0000;0.7368;-0.0013;0.7379;0;14
0.0345;0.7368;0.0331;0.7372;1;14
0.0690;0.7368;0.0678;0.7372;2;14
0.1034;0.7368;0.1026;0.7375;3;14
0.1379;0.7368;0.1374;0.7378;4;14
0.1724;0.7368;0.1721;0.7379;5;14
0.2069;0.7368;0.2067;0.7379;6;14
0.2414;0.7368;0.2412;0.7378;7;14
0.2759;0.7368;0.2757;0.7376;8;14
0.3103;0.7368;0.3101;0.7373;9;14
0.3448;0.7368;0.3445;0.7370;10;14
0.3793;0.7368;0.3790;0.7369;11;14
0.4138;0.7368;0.4134;0.7368;12;14
0.4483;0.7368;0.4479;0.7368;13;14
0.4828;0.7368;0.4824;0.7369;14;14
0.5172;0.7368;0.5169;0.7371;15;14
0.5517;0.7368;0.5514;0.7373;16;14
0.5862;0.7368;0.5860;0.7375;17;14
0.6207;0.7368;0.6205;0.7376;18;14
0.6552;0.7368;0.6551;0.7376;19;14
0.6897;0.7368;0.6896;0.7376;20;14
0.7241;0.7368;0.7242;0.7375;21;14
0.7586;0.7368;0.7587;0.7373;22;14
0.7931;0.7368;0.7933;0.7371;23;14
0.8276;0.7368;0.8279;0.7370;24;14
0.8621;0.7368;0.8625;0.7368;25;14
0.8966;0.7368;0.8972;0.7368;26;14
0.9310;0.7368;0.9319;0.7367;27;14
0.9655;0.7368;0.9667;0.7364;28;14
1.0000;0.7368;1.0013;0.7357;29;14
0.0000;0.7895;-0.0014;0.7904;0;15
0.0345;0.7895;0.0330;0.7897;1;15
0.0690;0.7895;0.0677;0.7897;2;15
0.1034;0.7895;0.1024;0.7900;3;15
0.1379;0.7895;0.1372;0.7903;4;15
0.1724;0.7895;0.1719;0.7905;5;15
0.2069;0.7895;0.2066;0.7905;6;15
0.2414;0.7895;0.2411;0.7904;7;15
0.2759;0.7895;0.2756;0.7901;8;15
0.3103;0.7895;0.3101;0.7899;9;15
0.3448;0.7895;0.3445;0.7896;10;15
0.3793;0.7895;0.3789;0.7894;11;15
0.4138;0.7895;0.4134;0.7893;12;15
0.4483;0.7895;0.4479;0.7893;13;15
0.4828;0.7895;0.4824;0.7894;14;15
0.5172;0.7895;0.5169;0.7895;15;15
0.5517;0.7895;0.5515;0.7897;16;15
0.5862;0.7895;0.5860;0.7898;17;15
0.6207;0.7895;0.6206;0.7899;18;15
0.6552;0.7895;0.6552;0.7899;19;15
0.6897;0.7895;0.6897;0.7899;20;15
0.7241;0.7895;0.7243;0.7897;21;15
0.7586;0.7895;0.7588;0.7896;22;15
0.7931;0.7895;0.7934;0.7894;23;15
0.8276;0.7895;0.8280;0.7892;24;15
0.8621;0.7895;0.8626;0.7890;25;15
0.8966;0.7895;0.8973;0.7889;26;15
0.9310;0.7895;0.9320;0.7888;27;15
0.9655;0.7895;0.9667;0.7885;28;15
1.0000;0.7895;1.0013;0.7876;29;15
0.0000;0.8421;-0.0014;0.8422;0;16
0.0345;0.8421;0.0329;0.8416;1;16
0.0690;0.8421;0.0676;0.8416;2;16
0.1034;0.8421;0.1023;0.8420;3;16
0.1379;0.8421;0.1371;0.8423;4;16
0.1724;0.8421;0.1718;0.8425;5;16
0.2069;0.8421;0.2065;0.8426;6;16
0.2414;0.8421;0.2410;0.8425;7;16
0.2759;0.8421;0.2755;0.8422;8;16
0.3103;0.8421;0.3100;0.8419;9;16
0.3448;0.8421;0.3445;0.8417;10;16
0.3793;0.8421;0.3789;0.8415;11;16
0.4138;0.8421;0.4134;0.8413;12;16
0.4483;0.8421;0.4479;0.8413;13;16
0.4828;0.8421;0.4824;0.8414;14;16
0.5172;0.8421;0.5170;0.8415;15;16
0.5517;0.8421;0.5515;0.8416;16;16
0.5862;0.8421;0.5861;0.8417;17;16
0.6207;0.8421;0.6207;0.8417;18;16
0.6552;0.8421;0.6553;0.8417;19;16
0.6897;0.8421;0.6898;0.8416;20;16
0.7241;0.8421;0.7244;0.8415;21;16
0.7586;0.8421;0.7590;0.8413;22;16
0.7931;0.8421;0.7935;0.8410;23;16
0.8276;0.8421;0.8281;0.8408;24;16
0.8621;0.8421;0.8627;0.8407;25;16
0.8966;0.8421;0.8974;0.8405;26;16
0.9310;0.8421;0.9321;0.8404;27;16
0.9655;0.8421;0.9668;0.8400;28;16
1.0000;0.8421;1.0014;0.8391;29;16
0.0000;0.8947;-0.0014;0.8930;0;17
0.0345;0.8947;0.0329;0.8924;1;17
0.0690;0.8947;0.0674;0.8925;2;17
0.1034;0.8947;0.1021;0.8929;3;17
0.1379;0.8947;0.1369;0.8933;4;17
0.1724;0.8947;0.1716;0.8936;5;17
0.2069;0.8947;0.2062;0.8937;6;17
0.2414;0.8947;0.2408;0.8936;7;17
0.2759;0.8947;0.2753;0.8934;8;17
0.3103;0.8947;0.3098;0.8931;9;17
0.3448;0.8947;0.3443;0.8929;10;17
0.3793;0.8947;0.3788;0.8927;11;17
0.4138;0.8947;0.4133;0.8925;12;17
0.4483;0.8947;0.4478;0.8925;13;17
0.4828;0.8947;0.4823;0.8925;14;17
0.5172;0.8947;0.5169;0.8926;15;17
0.5517;0.8947;0.5515;0.8927;16;17
0.5862;0.8947;0.5861;0.8927;17;17
0.6207;0.8947;0.6207;0.8927;18;17
0.6552;0.8947;0.6553;0.8927;19;17
0.6897;0.8947;0.6899;0.8926;20;17
0.7241;0.8947;0.7244;0.8924;21;17
0.7586;0.8947;0.7590;0.8921;22;17
0.7931;0.8947;0.7936;0.8919;23;17
0.8276;0.8947;0.8282;0.8916;24;17
0.8621;0.8947;0.8628;0.8915;25;17
0.8966;0.8947;0.8975;0.8913;26;17
0.9310;0.8947;0.9322;0.8911;27;17
0.9655;0.8947;0.9669;0.8908;28;17
1.0000;0.8947;1.0016;0.8899;29;17
0.0000;0.9474;-0.0017;0.9420;0;18
0.0345;0.9474;0.0325;0.9414;1;18
0.0690;0.9474;0.0670;0.9415;2;18
0.1034;0.9474;0.1016;0.9420;3;18
0.1379;0.9474;0.1363;0.9425;4;18
0.1724;0.9474;0.1710;0.9429;5;18
0.2069;0.9474;0.2057;0.9431;6;18
0.2414;0.9474;0.2402;0.9431;7;18
0.2759;0.9474;0.2748;0.9430;8;18
0.3103;0.9474;0.3093;0.9428;9;18
0.3448;0.9474;0.3438;0.9426;10;18
0.3793;0.9474;0.3783;0.9424;11;18
0.4138;0.9474;0.4128;0.9423;12;18
0.4483;0.9474;0.4473;0.9422;13;18
0.4828;0.9474;0.4819;0.9422;14;18
0.5172;0.9474;0.5165;0.9423;15;18
0.5517;0.9474;0.5511;0.9423;16;18
0.5862;0.9474;0.5857;0.9424;17;18
0.6207;0.9474;0.6204;0.9423;18;18
0.6552;0.9474;0.6550;0.9422;19;18
0.6897;0.9474;0.6896;0.9421;20;18
0.7241;0.9474;0.7242;0.9418;21;18
0.7586;0.9474;0.7588;0.9416;22;18
0.7931;0.9474;0.7934;0.9413;23;18
0.8276;0.9474;0.8280;0.9410;24;18
0.8621;0.9474;0.8627;0.9409;25;18
0.8966;0.9474;0.8974;0.9407;26;18
0.9310;0.9474;0.9322;0.9406;27;18
0.9655;0.9474;0.9670;0.9402;28;18
1.0000;0.9474;1.0017;0.9394;29;18
0.0000;1.0000;-0.0027;0.9880;0;19
0.0345;1.0000;0.0313;0.9874;1;19
0.0690;1.0000;0.0656;0.9877;2;19
0.1034;1.0000;0.1002;0.9883;3;19
0.1379;1.0000;0.1349;0.9889;4;19
0.1724;1.0000;0.1695;0.9895;5;19
0.2069;1.0000;0.2042;0.9898;6;19
0.2414;1.0000;0.2387;0.9899;7;19
0.2759;1.0000;0.2733;0.9899;8;19
0.3103;1.0000;0.3078;0.9898;9;19
0.3448;1.0000;0.3423;0.9897;10;19
